approach_folder,file,size_bytes,sha256_16,approach,reference,script,equations,inputs,generated_utc,monetary_unit,country_coding
01_eriksen_replication,01_eriksen_replication/2019/data_dictionary.md,10915,323a339c05a79c52,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/figure1_activity_contributions.csv,3316,e5afcb77200357fc,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/figure2_sector_contributions.csv,3000,e8926c2d4a31e695,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/figure2b_top_origin_industry_pairs.csv,14174,500483f7a0503730,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/figure3_geographical_origin.csv,2346,79cab491311c85aa,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/hotspot_by_producing_node.csv,8111906,91ebf1c9f433fc13,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/hotspot_by_sector_group.csv,6217,bce70c3a943549cb,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/hotspot_by_world_region.csv,1708,e5a9cb6089f3cc5b,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/hotspot_domestic_vs_imported.csv,712,7ed44ce56d7dd3d0,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/intensity_by_purchased_product.csv,10962095,92d5503fcf30d8d5,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/intensity_by_sector_group.csv,6720,8a57420dbe9092f4,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/intensity_by_world_region.csv,1799,29d10fbd6baf9ea2,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/readme.md,5298,347830b349326b5b,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
01_eriksen_replication,01_eriksen_replication/2019/scopes_summary.csv,482,89bb72264ec9ec8f,Eriksen/Steenmeijer replication outputs (corrected),Steenmeijer et al. 2022; Eriksen et al. NXSUST-D-26-01589,analysis.main_2025,contribution B L diag(y); hotspot B diag(L y),background pickle; DRIVHUS; AFFALD01; Danish bottom-up items,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2022/data_dictionary.md,8275,2e13d69accc66307,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2022/double_counting_ledger.csv,3069,95c2c2bd84bdb58c,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2022/readme.md,3800,2b99f585916e2c8c,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2022/scope_by_continent.csv,4955,86e81988505cd116,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2022/scope_by_continent_and_industry_group.csv,60349,1a548c6a977127bc,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2022/scope_by_country.csv,37750,06c91346c66eac96,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2022/scope_by_industry_group.csv,10337,70224d846feeaa12,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2022/scope_by_origin_and_industry.csv,6402173,f19f7d7703066c35,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2022/scope_by_origin_industry_top25.csv,18557,c0574dbdbe12e241,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2022/scopes_by_producing_node.csv,5886478,adf33d3f94abec20,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2022/scopes_summary_detailed.csv,16370,798deb02459243f1,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2019/data_dictionary.md,7709,2e98d4a1642de359,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2019/readme.md,3513,c271e876ced12fcc,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2019/scope_by_continent.csv,4933,71d4aee07d86b00f,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2019/scope_by_continent_and_industry_group.csv,60476,24176d426838d435,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2019/scope_by_country.csv,37997,cd1c1d45092c01ec,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2019/scope_by_industry_group.csv,10309,88afe88c52e1d043,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2019/scope_by_origin_and_industry.csv,4742047,eaa2c6a3b64c90f2,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2019/scope_by_origin_industry_top25.csv,13204,4a232d7825a26ca0,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2019/scopes_by_producing_node.csv,4227140,cebbaad45d065c03,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
02_scopes_wood_hertwich,02_scopes_wood_hertwich/2019/scopes_summary_detailed.csv,11814,5efda90196462a11,GHG Protocol scopes and the double-counting ledger,"Wood & Hertwich 2018 (ERL 13:104013) table 1, eqs. 1-2; GHG Protocol",analysis.scopes_detail / analysis.double_counting_audit,S2 = d_E L_EE y_E ; S3 = f - S2 ; S1 from national accounts,background pickle; DRIVHUS; AFFALD01; bottom-up file,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
03_cabernard_target_scope3,03_cabernard_target_scope3/cabernard_domestic_vs_imported.csv,736,084363a180bf832a,Target-sector scope 3 without double counting,Cabernard et al. 2019 (STOTEN 684:164-177) eqs. 8/9/12; 2022 SI,analysis.cabernard_target_scope3,"q_T = rowsum(Y_T + A_TO L'_OO Y_O); e_wdc = d L[:,T] diag(q_T); f_T","EXIOBASE A, Y, x; nested target sets T1/T2/T3",2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
03_cabernard_target_scope3,03_cabernard_target_scope3/cabernard_target_scope3.csv,1077,9ca3a91978e5592e,Target-sector scope 3 without double counting,Cabernard et al. 2019 (STOTEN 684:164-177) eqs. 8/9/12; 2022 SI,analysis.cabernard_target_scope3,"q_T = rowsum(Y_T + A_TO L'_OO Y_O); e_wdc = d L[:,T] diag(q_T); f_T","EXIOBASE A, Y, x; nested target sets T1/T2/T3",2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
03_cabernard_target_scope3,03_cabernard_target_scope3/cabernard_target_scope3_by_producing_node.csv.gz,559213,12afd1fae4cbcfd9,Target-sector scope 3 without double counting,Cabernard et al. 2019 (STOTEN 684:164-177) eqs. 8/9/12; 2022 SI,analysis.cabernard_target_scope3,"q_T = rowsum(Y_T + A_TO L'_OO Y_O); e_wdc = d L[:,T] diag(q_T); f_T","EXIOBASE A, Y, x; nested target sets T1/T2/T3",2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
03_cabernard_target_scope3,03_cabernard_target_scope3/data_dictionary.md,4806,2a159cbc12bcfb0c,Target-sector scope 3 without double counting,Cabernard et al. 2019 (STOTEN 684:164-177) eqs. 8/9/12; 2022 SI,analysis.cabernard_target_scope3,"q_T = rowsum(Y_T + A_TO L'_OO Y_O); e_wdc = d L[:,T] diag(q_T); f_T","EXIOBASE A, Y, x; nested target sets T1/T2/T3",2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
03_cabernard_target_scope3,03_cabernard_target_scope3/readme.md,1790,2833f0ac97b007ff,Target-sector scope 3 without double counting,Cabernard et al. 2019 (STOTEN 684:164-177) eqs. 8/9/12; 2022 SI,analysis.cabernard_target_scope3,"q_T = rowsum(Y_T + A_TO L'_OO Y_O); e_wdc = d L[:,T] diag(q_T); f_T","EXIOBASE A, Y, x; nested target sets T1/T2/T3",2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
04_uncertainty_lenzen_ieooc,04_uncertainty_lenzen_ieooc/data_dictionary.md,9091,a23f88674264f862,Monte Carlo parameter uncertainty and scenarios,Lenzen et al. 2020 SI 7 (MRIO SD); IEooc Methods5 Exercise 4b,analysis.uncertainty_2025 / analysis.uncertainty_figures,median-1 lognormal multipliers; exact first-order Sobol shares,01_eriksen_replication tables; published Danish health-care SD,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
04_uncertainty_lenzen_ieooc,04_uncertainty_lenzen_ieooc/readme.md,3507,39e8455bc901e1d8,Monte Carlo parameter uncertainty and scenarios,Lenzen et al. 2020 SI 7 (MRIO SD); IEooc Methods5 Exercise 4b,analysis.uncertainty_2025 / analysis.uncertainty_figures,median-1 lognormal multipliers; exact first-order Sobol shares,01_eriksen_replication tables; published Danish health-care SD,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
04_uncertainty_lenzen_ieooc,04_uncertainty_lenzen_ieooc/uncertainty_audit.csv,2342,acfe4c6f22b556da,Monte Carlo parameter uncertainty and scenarios,Lenzen et al. 2020 SI 7 (MRIO SD); IEooc Methods5 Exercise 4b,analysis.uncertainty_2025 / analysis.uncertainty_figures,median-1 lognormal multipliers; exact first-order Sobol shares,01_eriksen_replication tables; published Danish health-care SD,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
04_uncertainty_lenzen_ieooc,04_uncertainty_lenzen_ieooc/uncertainty_convergence.csv,158,757791344649cebf,Monte Carlo parameter uncertainty and scenarios,Lenzen et al. 2020 SI 7 (MRIO SD); IEooc Methods5 Exercise 4b,analysis.uncertainty_2025 / analysis.uncertainty_figures,median-1 lognormal multipliers; exact first-order Sobol shares,01_eriksen_replication tables; published Danish health-care SD,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
04_uncertainty_lenzen_ieooc,04_uncertainty_lenzen_ieooc/uncertainty_group_covariance_gwp.csv,1910,3e717612c68f55a8,Monte Carlo parameter uncertainty and scenarios,Lenzen et al. 2020 SI 7 (MRIO SD); IEooc Methods5 Exercise 4b,analysis.uncertainty_2025 / analysis.uncertainty_figures,median-1 lognormal multipliers; exact first-order Sobol shares,01_eriksen_replication tables; published Danish health-care SD,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
04_uncertainty_lenzen_ieooc,04_uncertainty_lenzen_ieooc/uncertainty_group_draws_gwp.npy,3600128,63350e10b2d58521,Monte Carlo parameter uncertainty and scenarios,Lenzen et al. 2020 SI 7 (MRIO SD); IEooc Methods5 Exercise 4b,analysis.uncertainty_2025 / analysis.uncertainty_figures,median-1 lognormal multipliers; exact first-order Sobol shares,01_eriksen_replication tables; published Danish health-care SD,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
04_uncertainty_lenzen_ieooc,04_uncertainty_lenzen_ieooc/uncertainty_mrio_correlation.csv,1036,d824f4d229941449,Monte Carlo parameter uncertainty and scenarios,Lenzen et al. 2020 SI 7 (MRIO SD); IEooc Methods5 Exercise 4b,analysis.uncertainty_2025 / analysis.uncertainty_figures,median-1 lognormal multipliers; exact first-order Sobol shares,01_eriksen_replication tables; published Danish health-care SD,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
04_uncertainty_lenzen_ieooc,04_uncertainty_lenzen_ieooc/uncertainty_noncarbon_bound.csv,1733,6e1a2a8499611bfb,Monte Carlo parameter uncertainty and scenarios,Lenzen et al. 2020 SI 7 (MRIO SD); IEooc Methods5 Exercise 4b,analysis.uncertainty_2025 / analysis.uncertainty_figures,median-1 lognormal multipliers; exact first-order Sobol shares,01_eriksen_replication tables; published Danish health-care SD,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
04_uncertainty_lenzen_ieooc,04_uncertainty_lenzen_ieooc/uncertainty_parameters.csv,1161,8dc9d762af3f7ba1,Monte Carlo parameter uncertainty and scenarios,Lenzen et al. 2020 SI 7 (MRIO SD); IEooc Methods5 Exercise 4b,analysis.uncertainty_2025 / analysis.uncertainty_figures,median-1 lognormal multipliers; exact first-order Sobol shares,01_eriksen_replication tables; published Danish health-care SD,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
04_uncertainty_lenzen_ieooc,04_uncertainty_lenzen_ieooc/uncertainty_ranking_probabilities.csv,5611,ff37b87839948da3,Monte Carlo parameter uncertainty and scenarios,Lenzen et al. 2020 SI 7 (MRIO SD); IEooc Methods5 Exercise 4b,analysis.uncertainty_2025 / analysis.uncertainty_figures,median-1 lognormal multipliers; exact first-order Sobol shares,01_eriksen_replication tables; published Danish health-care SD,2026-09-09T22:15:38Z,M.EUR (EXIOBASE native); Danish sources in 1000 DKK / m DKK,ISO3 for countries; WA/WL/WE/WF/WM keep RoW region labels
